gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	B	CD14	CD4T	CD8T	DCs	FGR3	Mega	NK
ITGB1	P05556	True	ITB1_HUMAN	integrin_a4b1_complex	CPI-SC0C2126F8E	ITGB1	0.025	0.02	0.094	0.209	0.106	0.122	0.0	0.095
ITGB1	P05556	True	ITB1_HUMAN	integrin_a4b1_complex	CPI-SC0C81483EA	ITGB1	0.025	0.02	0.094	0.209	0.106	0.122	0.0	0.095
ITGB1	P05556	True	ITB1_HUMAN	integrin_a4b1_complex	CPI-SC0B2557C9D	ITGB1	0.025	0.02	0.094	0.209	0.106	0.122	0.0	0.095
ITGB1	P05556	True	ITB1_HUMAN	integrin_a4b1_complex	CPI-SC0E029AB31	ITGB1	0.025	0.02	0.094	0.209	0.106	0.122	0.0	0.095
ITGA4	P13612	True	ITA4_HUMAN	integrin_a4b1_complex	CPI-SC0F96CE387	ITGA4	0.025	0.02	0.094	0.209	0.106	0.122	0.0	0.095
ITGA4	P13612	True	ITA4_HUMAN	integrin_a4b1_complex	CPI-SC0C2126F8E	ITGA4	0.025	0.02	0.094	0.209	0.106	0.122	0.0	0.095
ITGA4	P13612	True	ITA4_HUMAN	integrin_a4b1_complex	CPI-SC0C81483EA	ITGA4	0.025	0.02	0.094	0.209	0.106	0.122	0.0	0.095
ITGA4	P13612	True	ITA4_HUMAN	integrin_a4b1_complex	CPI-SC0B2557C9D	ITGA4	0.025	0.02	0.094	0.209	0.106	0.122	0.0	0.095
ITGA4	P13612	True	ITA4_HUMAN	integrin_a4b1_complex	CPI-SC0E029AB31	ITGA4	0.025	0.02	0.094	0.209	0.106	0.122	0.0	0.095
ITGB7	P26010	True	ITB7_HUMAN	integrin_a4b7_complex	CPI-SC034EE8AAA	ITGB7	0.04	0.02	0.142	0.188	0.106	0.013	0.0	0.122
ITGB7	P26010	True	ITB7_HUMAN	integrin_a4b7_complex	CPI-SC06C0A2080	ITGB7	0.04	0.02	0.142	0.188	0.106	0.013	0.0	0.122
ITGB7	P26010	True	ITB7_HUMAN	integrin_a4b7_complex	CPI-SC056FC1F11	ITGB7	0.04	0.02	0.142	0.188	0.106	0.013	0.0	0.122
ITGA4	P13612	True	ITA4_HUMAN	integrin_a4b7_complex	CPI-SC034EE8AAA	ITGA4	0.04	0.02	0.142	0.188	0.106	0.013	0.0	0.122
ITGA4	P13612	True	ITA4_HUMAN	integrin_a4b7_complex	CPI-SC06C0A2080	ITGA4	0.04	0.02	0.142	0.188	0.106	0.013	0.0	0.122
ITGA4	P13612	True	ITA4_HUMAN	integrin_a4b7_complex	CPI-SC056FC1F11	ITGA4	0.04	0.02	0.142	0.188	0.106	0.013	0.0	0.122
ITGB1	P05556	True	ITB1_HUMAN	integrin_a5b1_complex	CPI-SC06C3BA86F	ITGB1	0.001	0.125	0.027	0.062	0.074	0.036	0.0	0.061
ITGB1	P05556	True	ITB1_HUMAN	integrin_a5b1_complex	CPI-SC02CB6F5A5	ITGB1	0.001	0.125	0.027	0.062	0.074	0.036	0.0	0.061
ITGB1	P05556	True	ITB1_HUMAN	integrin_a5b1_complex	CPI-SC03A4FA18B	ITGB1	0.001	0.125	0.027	0.062	0.074	0.036	0.0	0.061
ITGA5	P08648	True	ITA5_HUMAN	integrin_a5b1_complex	CPI-SC06C3BA86F	ITGA5	0.001	0.125	0.027	0.062	0.074	0.036	0.0	0.061
ITGA5	P08648	True	ITA5_HUMAN	integrin_a5b1_complex	CPI-SC02CB6F5A5	ITGA5	0.001	0.125	0.027	0.062	0.074	0.036	0.0	0.061
ITGA5	P08648	True	ITA5_HUMAN	integrin_a5b1_complex	CPI-SC03A4FA18B	ITGA5	0.001	0.125	0.027	0.062	0.074	0.036	0.0	0.061
ITGB1	P05556	True	ITB1_HUMAN	integrin_a6b1_complex	CPI-SC024FAED24	ITGB1	0.002	0.001	0.019	0.0	0.005	0.0	0.0	0.0
ITGA6	P23229	True	ITA6_HUMAN	integrin_a6b1_complex	CPI-SC024FAED24	ITGA6	0.002	0.001	0.019	0.0	0.005	0.0	0.0	0.0
ITGB4	P16144	True	ITB4_HUMAN	integrin_a6b4_complex	CPI-SC0322BA9B5	ITGB4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ITGB4	P16144	True	ITB4_HUMAN	integrin_a6b4_complex	CPI-SC06CB2F292	ITGB4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ITGA6	P23229	True	ITA6_HUMAN	integrin_a6b4_complex	CPI-SC0322BA9B5	ITGA6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ITGA6	P23229	True	ITA6_HUMAN	integrin_a6b4_complex	CPI-SC06CB2F292	ITGA6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_a7b1_complex	CPI-SC03FF6E42F	ITGB1	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0
ITGA7	Q13683	True	ITA7_HUMAN	integrin_a7b1_complex	CPI-SC03FF6E42F	ITGA7	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0
ITGB7	P26010	True	ITB7_HUMAN	integrin_aEb7_complex	CPI-SC09D882C18	ITGB7	0.04	0.03	0.16	0.188	0.254	0.013	0.0	0.122
ITGAE	P38570	True	ITAE_HUMAN	integrin_aEb7_complex	CPI-SC09D882C18	ITGAE	0.04	0.03	0.16	0.188	0.254	0.013	0.0	0.122
ITGB2	P05107	True	ITB2_HUMAN	integrin_aLb2_complex	CPI-SC00035437A	ITGB2	0.004	0.02	0.014	0.058	0.018	0.11	0.0	0.053
ITGB2	P05107	True	ITB2_HUMAN	integrin_aLb2_complex	CPI-SC0943ECD6E	ITGB2	0.004	0.02	0.014	0.058	0.018	0.11	0.0	0.053
ITGB2	P05107	True	ITB2_HUMAN	integrin_aLb2_complex	CPI-SC09DC9200A	ITGB2	0.004	0.02	0.014	0.058	0.018	0.11	0.0	0.053
ITGB2	P05107	True	ITB2_HUMAN	integrin_aLb2_complex	CPI-SC0A3A31D04	ITGB2	0.004	0.02	0.014	0.058	0.018	0.11	0.0	0.053
ITGB2	P05107	True	ITB2_HUMAN	integrin_aLb2_complex	CPI-SC0DEE2AF32	ITGB2	0.004	0.02	0.014	0.058	0.018	0.11	0.0	0.053
ITGAL	P20701	True	ITAL_HUMAN	integrin_aLb2_complex	CPI-SC00035437A	ITGAL	0.004	0.02	0.014	0.058	0.018	0.11	0.0	0.053
ITGAL	P20701	True	ITAL_HUMAN	integrin_aLb2_complex	CPI-SC0943ECD6E	ITGAL	0.004	0.02	0.014	0.058	0.018	0.11	0.0	0.053
ITGAL	P20701	True	ITAL_HUMAN	integrin_aLb2_complex	CPI-SC09DC9200A	ITGAL	0.004	0.02	0.014	0.058	0.018	0.11	0.0	0.053
ITGAL	P20701	True	ITAL_HUMAN	integrin_aLb2_complex	CPI-SC0A3A31D04	ITGAL	0.004	0.02	0.014	0.058	0.018	0.11	0.0	0.053
ITGAL	P20701	True	ITAL_HUMAN	integrin_aLb2_complex	CPI-SC0DEE2AF32	ITGAL	0.004	0.02	0.014	0.058	0.018	0.11	0.0	0.053
ITGB2	P05107	True	ITB2_HUMAN	integrin_aMb2_complex	CPI-SC0C09120F1	ITGB2	0.001	0.052	0.0	0.0	0.021	0.006	0.0	0.0
ITGB2	P05107	True	ITB2_HUMAN	integrin_aMb2_complex	CPI-SC071B77A18	ITGB2	0.001	0.052	0.0	0.0	0.021	0.006	0.0	0.0
ITGB2	P05107	True	ITB2_HUMAN	integrin_aMb2_complex	CPI-SC0C93C7670	ITGB2	0.001	0.052	0.0	0.0	0.021	0.006	0.0	0.0
ITGB2	P05107	True	ITB2_HUMAN	integrin_aMb2_complex	CPI-SC00D92ECAF	ITGB2	0.001	0.052	0.0	0.0	0.021	0.006	0.0	0.0
ITGB2	P05107	True	ITB2_HUMAN	integrin_aMb2_complex	CPI-SC0329DFA42	ITGB2	0.001	0.052	0.0	0.0	0.021	0.006	0.0	0.0
ITGAM	P11215	True	ITAM_HUMAN	integrin_aMb2_complex	CPI-SC0C09120F1	ITGAM	0.001	0.052	0.0	0.0	0.021	0.006	0.0	0.0
ITGAM	P11215	True	ITAM_HUMAN	integrin_aMb2_complex	CPI-SC071B77A18	ITGAM	0.001	0.052	0.0	0.0	0.021	0.006	0.0	0.0
ITGAM	P11215	True	ITAM_HUMAN	integrin_aMb2_complex	CPI-SC0C93C7670	ITGAM	0.001	0.052	0.0	0.0	0.021	0.006	0.0	0.0
ITGAM	P11215	True	ITAM_HUMAN	integrin_aMb2_complex	CPI-SC00D92ECAF	ITGAM	0.001	0.052	0.0	0.0	0.021	0.006	0.0	0.0
ITGAM	P11215	True	ITAM_HUMAN	integrin_aMb2_complex	CPI-SC0329DFA42	ITGAM	0.001	0.052	0.0	0.0	0.021	0.006	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	integrin_aVb1_complex	CPI-SC08F923F07	ITGB1	0.001	0.058	0.004	0.009	0.032	0.022	0.0	0.006
ITGB1	P05556	True	ITB1_HUMAN	integrin_aVb1_complex	CPI-SC01D9AD677	ITGB1	0.001	0.058	0.004	0.009	0.032	0.022	0.0	0.006
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb1_complex	CPI-SC08F923F07	ITGAV	0.001	0.058	0.004	0.009	0.032	0.022	0.0	0.006
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb1_complex	CPI-SC01D9AD677	ITGAV	0.001	0.058	0.004	0.009	0.032	0.022	0.0	0.006
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb3_complex	CPI-SC06D7BD0F6	ITGAV	0.0	0.001	0.004	0.003	0.0	0.0	0.0	0.003
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb3_complex	CPI-SC0FCA446B5	ITGAV	0.0	0.001	0.004	0.003	0.0	0.0	0.0	0.003
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb3_complex	CPI-SC07763D025	ITGAV	0.0	0.001	0.004	0.003	0.0	0.0	0.0	0.003
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb3_complex	CPI-SC03E67206C	ITGAV	0.0	0.001	0.004	0.003	0.0	0.0	0.0	0.003
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb3_complex	CPI-SC02EA03F82	ITGAV	0.0	0.001	0.004	0.003	0.0	0.0	0.0	0.003
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb3_complex	CPI-SC0A5BCC92E	ITGAV	0.0	0.001	0.004	0.003	0.0	0.0	0.0	0.003
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb3_complex	CPI-SC0D3D23FAA	ITGAV	0.0	0.001	0.004	0.003	0.0	0.0	0.0	0.003
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb3_complex	CPI-SC0C4FD0754	ITGAV	0.0	0.001	0.004	0.003	0.0	0.0	0.0	0.003
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb3_complex	CPI-SC060FE7871	ITGAV	0.0	0.001	0.004	0.003	0.0	0.0	0.0	0.003
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb3_complex	CPI-SC0A6D5D2B1	ITGAV	0.0	0.001	0.004	0.003	0.0	0.0	0.0	0.003
ITGB3	P05106	True	ITB3_HUMAN	integrin_aVb3_complex	CPI-SC06D7BD0F6	ITGB3	0.0	0.001	0.004	0.003	0.0	0.0	0.0	0.003
ITGB3	P05106	True	ITB3_HUMAN	integrin_aVb3_complex	CPI-SC0FCA446B5	ITGB3	0.0	0.001	0.004	0.003	0.0	0.0	0.0	0.003
ITGB3	P05106	True	ITB3_HUMAN	integrin_aVb3_complex	CPI-SC07763D025	ITGB3	0.0	0.001	0.004	0.003	0.0	0.0	0.0	0.003
ITGB3	P05106	True	ITB3_HUMAN	integrin_aVb3_complex	CPI-SC03E67206C	ITGB3	0.0	0.001	0.004	0.003	0.0	0.0	0.0	0.003
ITGB3	P05106	True	ITB3_HUMAN	integrin_aVb3_complex	CPI-SC02EA03F82	ITGB3	0.0	0.001	0.004	0.003	0.0	0.0	0.0	0.003
ITGB3	P05106	True	ITB3_HUMAN	integrin_aVb3_complex	CPI-SC0A5BCC92E	ITGB3	0.0	0.001	0.004	0.003	0.0	0.0	0.0	0.003
ITGB3	P05106	True	ITB3_HUMAN	integrin_aVb3_complex	CPI-SC0D3D23FAA	ITGB3	0.0	0.001	0.004	0.003	0.0	0.0	0.0	0.003
ITGB3	P05106	True	ITB3_HUMAN	integrin_aVb3_complex	CPI-SC0C4FD0754	ITGB3	0.0	0.001	0.004	0.003	0.0	0.0	0.0	0.003
ITGB3	P05106	True	ITB3_HUMAN	integrin_aVb3_complex	CPI-SC060FE7871	ITGB3	0.0	0.001	0.004	0.003	0.0	0.0	0.0	0.003
ITGB3	P05106	True	ITB3_HUMAN	integrin_aVb3_complex	CPI-SC0A6D5D2B1	ITGB3	0.0	0.001	0.004	0.003	0.0	0.0	0.0	0.003
ITGB5	P18084	True	ITB5_HUMAN	integrin_aVb5_complex	CPI-SC09B45FB39	ITGB5	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb5_complex	CPI-SC09B45FB39	ITGAV	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0
ITGB8	P26012	True	ITB8_HUMAN	integrin_aVb8_complex	CPI-SC0202406F0	ITGB8	0.0	0.013	0.0	0.0	0.032	0.009	0.0	0.0
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb8_complex	CPI-SC0202406F0	ITGAV	0.0	0.013	0.0	0.0	0.032	0.009	0.0	0.0
ITGAX	P20702	True	ITAX_HUMAN	integrin_aXb2_complex	CPI-SC08CB03AD8	ITGAX	0.003	0.111	0.0	0.003	0.031	0.058	0.0	0.008
ITGAX	P20702	True	ITAX_HUMAN	integrin_aXb2_complex	CPI-SC0542462B9	ITGAX	0.003	0.111	0.0	0.003	0.031	0.058	0.0	0.008
ITGB2	P05107	True	ITB2_HUMAN	integrin_aXb2_complex	CPI-SC08CB03AD8	ITGB2	0.003	0.111	0.0	0.003	0.031	0.058	0.0	0.008
ITGB2	P05107	True	ITB2_HUMAN	integrin_aXb2_complex	CPI-SC0542462B9	ITGB2	0.003	0.111	0.0	0.003	0.031	0.058	0.0	0.008
LIFR	P42702	True	LIFR_HUMAN	LIFR	CPI-SC0CDC669B3	LIFR	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
LIFR	P42702	True	LIFR_HUMAN	LIFR	CPI-SC0F30798CC	LIFR	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
IL6ST	P40189	True	IL6RB_HUMAN	LIFR	CPI-SC0CDC669B3	IL6ST	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
IL6ST	P40189	True	IL6RB_HUMAN	LIFR	CPI-SC0F30798CC	IL6ST	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D_II_receptor	CPI-SC07B215915	KLRK1	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D_II_receptor	CPI-SC013345660	KLRK1	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D_II_receptor	CPI-SC0324880F8	KLRK1	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D_II_receptor	CPI-SC00BFC481D	KLRK1	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D_II_receptor	CPI-SC07B215915	HCST	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D_II_receptor	CPI-SC013345660	HCST	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D_II_receptor	CPI-SC0324880F8	HCST	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D_II_receptor	CPI-SC00BFC481D	HCST	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0
PDGFRA	P16234	True	PGFRA_HUMAN	PDGFR_complex	CPI-SC00DF4C861	PDGFRA	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
PDGFRA	P16234	True	PGFRA_HUMAN	PDGFR_complex	CPI-SC042177446	PDGFRA	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
PDGFRB	P09619	True	PGFRB_HUMAN	PDGFR_complex	CPI-SC00DF4C861	PDGFRB	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
PDGFRB	P09619	True	PGFRB_HUMAN	PDGFR_complex	CPI-SC042177446	PDGFRB	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
EZR	P15311	True	EZRI_HUMAN	pL1:Ezrin	CPI-SC030C83222	EZR	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
L1CAM	P32004	True	L1CAM_HUMAN	pL1:Ezrin	CPI-SC030C83222	L1CAM	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
NRP1	O14786	True	NRP1_HUMAN	PlexinA1_complex3	CPI-SC0C8A5C197	NRP1	0.0	0.004	0.0	0.0	0.009	0.0	0.0	0.0
PLXNA1	Q9UIW2	True	PLXA1_HUMAN	PlexinA1_complex3	CPI-SC0C8A5C197	PLXNA1	0.0	0.004	0.0	0.0	0.009	0.0	0.0	0.0
NRP1	O14786	True	NRP1_HUMAN	PlexinA2_complex1	CPI-SC019D0A439	NRP1	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0
PLXNA2	O75051	True	PLXA2_HUMAN	PlexinA2_complex1	CPI-SC019D0A439	PLXNA2	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0
NRP1	O14786	True	NRP1_HUMAN	PlexinA3_complex1	CPI-SC05F339947	NRP1	0.0	0.007	0.0	0.0	0.005	0.0	0.0	0.0
PLXNA3	P51805	True	PLXA3_HUMAN	PlexinA3_complex1	CPI-SC05F339947	PLXNA3	0.0	0.007	0.0	0.0	0.005	0.0	0.0	0.0
NRP1	O14786	True	NRP1_HUMAN	PlexinA4_complex1	CPI-SC096905331	NRP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PLXNA4	Q9HCM2	True	PLXA4_HUMAN	PlexinA4_complex1	CPI-SC096905331	PLXNA4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CALCRL	Q16602	True	CALRL_HUMAN	RAMP1_complex	CPI-SC00EA503F2	CALCRL	0.0	0.001	0.001	0.0	0.332	0.0	0.0	0.0
CALCRL	Q16602	True	CALRL_HUMAN	RAMP1_complex	CPI-SC02CD655EB	CALCRL	0.0	0.001	0.001	0.0	0.332	0.0	0.0	0.0
RAMP1	O60894	True	RAMP1_HUMAN	RAMP1_complex	CPI-SC00EA503F2	RAMP1	0.0	0.001	0.001	0.0	0.332	0.0	0.0	0.0
RAMP1	O60894	True	RAMP1_HUMAN	RAMP1_complex	CPI-SC02CD655EB	RAMP1	0.0	0.001	0.001	0.0	0.332	0.0	0.0	0.0
RET	P07949	True	RET_HUMAN	RET_receptor_2	CPI-SC060C69786	RET	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
GFRA2	O00451	True	GFRA2_HUMAN	RET_receptor_2	CPI-SC060C69786	GFRA2	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
SIRPB1	O00241	True	SIRB1_HUMAN	SIRB1_complex	CPI-SC05C71E348	SIRPB1	0.0	0.041	0.001	0.0	0.0	0.041	0.0	0.0
TYROBP	O43914	True	TYOBP_HUMAN	SIRB1_complex	CPI-SC05C71E348	TYROBP	0.0	0.041	0.001	0.0	0.0	0.041	0.0	0.0
TGFBR1	P36897	True	TGFR1_HUMAN	TGFbeta_receptor1	CPI-SC0DABCC4B5	TGFBR1	0.007	0.034	0.003	0.009	0.051	0.035	0.0	0.012
TGFBR1	P36897	True	TGFR1_HUMAN	TGFbeta_receptor1	CPI-SC070741884	TGFBR1	0.007	0.034	0.003	0.009	0.051	0.035	0.0	0.012
TGFBR1	P36897	True	TGFR1_HUMAN	TGFbeta_receptor1	CPI-SC051FC855D	TGFBR1	0.007	0.034	0.003	0.009	0.051	0.035	0.0	0.012
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta_receptor1	CPI-SC0DABCC4B5	TGFBR2	0.007	0.034	0.003	0.009	0.051	0.035	0.0	0.012
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta_receptor1	CPI-SC070741884	TGFBR2	0.007	0.034	0.003	0.009	0.051	0.035	0.0	0.012
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta_receptor1	CPI-SC051FC855D	TGFBR2	0.007	0.034	0.003	0.009	0.051	0.035	0.0	0.012
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta_receptor2	CPI-SC01AADFEB3	TGFBR2	0.008	0.035	0.016	0.003	0.009	0.016	0.0	0.0
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta_receptor2	CPI-SC0F36DD437	TGFBR2	0.008	0.035	0.016	0.003	0.009	0.016	0.0	0.0
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta_receptor2	CPI-SC074D3FFBC	TGFBR2	0.008	0.035	0.016	0.003	0.009	0.016	0.0	0.0
ACVR1	Q04771	True	ACVR1_HUMAN	TGFbeta_receptor2	CPI-SC01AADFEB3	ACVR1	0.008	0.035	0.016	0.003	0.009	0.016	0.0	0.0
ACVR1	Q04771	True	ACVR1_HUMAN	TGFbeta_receptor2	CPI-SC0F36DD437	ACVR1	0.008	0.035	0.016	0.003	0.009	0.016	0.0	0.0
ACVR1	Q04771	True	ACVR1_HUMAN	TGFbeta_receptor2	CPI-SC074D3FFBC	ACVR1	0.008	0.035	0.016	0.003	0.009	0.016	0.0	0.0
TGFBR1	P36897	True	TGFR1_HUMAN	TGFR_AVR2A	CPI-SC001669E22	TGFBR1	0.0	0.013	0.003	0.002	0.023	0.007	0.0	0.007
ACVR2A	P27037	True	AVR2A_HUMAN	TGFR_AVR2A	CPI-SC001669E22	ACVR2A	0.0	0.013	0.003	0.002	0.023	0.007	0.0	0.007
TGFBR1	P36897	True	TGFR1_HUMAN	TGFR_AVR2B	CPI-SC017215F7F	TGFBR1	0.0	0.0	0.003	0.0	0.005	0.005	0.0	0.003
ACVR2B	Q13705	True	AVR2B_HUMAN	TGFR_AVR2B	CPI-SC017215F7F	ACVR2B	0.0	0.0	0.003	0.0	0.005	0.005	0.0	0.003
TREM2	Q9NZC2	True	TREM2_HUMAN	TREM2_receptor	CPI-SC0E89A4EF0	TREM2	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0
TREM2	Q9NZC2	True	TREM2_HUMAN	TREM2_receptor	CPI-SC0FE3CE9D1	TREM2	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0
TREM2	Q9NZC2	True	TREM2_HUMAN	TREM2_receptor	CPI-SC06C75F978	TREM2	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0
TREM2	Q9NZC2	True	TREM2_HUMAN	TREM2_receptor	CPI-SC046AFCFE9	TREM2	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0
TYROBP	O43914	True	TYOBP_HUMAN	TREM2_receptor	CPI-SC0E89A4EF0	TYROBP	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0
TYROBP	O43914	True	TYOBP_HUMAN	TREM2_receptor	CPI-SC0FE3CE9D1	TYROBP	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0
TYROBP	O43914	True	TYOBP_HUMAN	TREM2_receptor	CPI-SC06C75F978	TYROBP	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0
TYROBP	O43914	True	TYOBP_HUMAN	TREM2_receptor	CPI-SC046AFCFE9	TYROBP	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0
IFNGR1	P15260	True	INGR1_HUMAN	Type_II_IFNR	CPI-SC02DEB4893	IFNGR1	0.34	0.568	0.058	0.003	0.599	0.777	0.129	0.002
IFNGR2	P38484	True	INGR2_HUMAN	Type_II_IFNR	CPI-SC02DEB4893	IFNGR2	0.34	0.568	0.058	0.003	0.599	0.777	0.129	0.002
IL10RB	Q08334	True	I10R2_HUMAN	Type_III_IFNR	CPI-SC09F9339AD	IL10RB	0.015	0.0	0.002	0.006	0.006	0.0	0.0	0.0
IFNLR1	Q8IU57	True	INLR1_HUMAN	Type_III_IFNR	CPI-SC09F9339AD	IFNLR1	0.015	0.0	0.002	0.006	0.006	0.0	0.0	0.0
KLRG1	Q96E93	False	KLRG1_HUMAN		CPI-SS0CC5DCE80	KLRG1	0.004	0.006	0.06	0.44	0.005	0.011	0.134	0.091
CADM1	Q9BY67	False	CADM1_HUMAN		CPI-SS0C9696AAA	CADM1	0.003	0.002	0.007	0.118	0.037	0.003	0.0	0.003
CD209	Q9NNX6	False	CD209_HUMAN		CPI-SS055B305F1	CD209	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
CD209	Q9NNX6	False	CD209_HUMAN		CPI-SS0544D2759	CD209	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
CD209	Q9NNX6	False	CD209_HUMAN		CPI-SS0A2949959	CD209	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
DSG2	Q14126	False	DSG2_HUMAN		CPI-SS08B94BEB2	DSG2	0.0	0.0	0.0	0.0	0.017	0.003	0.0	0.0
DSG2	Q14126	False	DSG2_HUMAN		CPI-SS06D13FCD3	DSG2	0.0	0.0	0.0	0.0	0.017	0.003	0.0	0.0
ITGAL	P20701	False	ITAL_HUMAN		CPI-SS0E9A581F8	ITGAL	0.004	0.02	0.014	0.058	0.018	0.11	0.0	0.053
SPN	P16150	False	LEUK_HUMAN		CPI-SS09C4FCB90	SPN	0.004	0.007	0.038	0.15	0.051	0.22	0.0	0.179
JAM3	Q9BX67	False	JAM3_HUMAN		CPI-SS087B53ABF	JAM3	0.007	0.0	0.009	0.003	0.0	0.0	0.0	0.003
L1CAM	P32004	False	L1CAM_HUMAN		CPI-SS0A5AFF451	L1CAM	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
TIGIT	Q495A1	False	TIGIT_HUMAN		CPI-SS00561BBD7	TIGIT	0.005	0.013	0.202	0.355	0.028	0.01	0.0	0.441
CD36	P16671	False	CD36_HUMAN		CPI-SS0C93E48D7	CD36	0.007	0.326	0.005	0.006	0.787	0.057	0.0	0.003
ADORA2A	P29274	False	AA2AR_HUMAN		CPI-CS056D84EB8	ADORA2A	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
ADORA2A	P29274	False	AA2AR_HUMAN		CPI-CS0FDA0F596	ADORA2A	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
ADORA2A	P29274	False	AA2AR_HUMAN		CPI-CS0F865E648	ADORA2A	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
ADORA2A	P29274	False	AA2AR_HUMAN		CPI-CS028B98B8F	ADORA2A	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
ADORA2A	P29274	False	AA2AR_HUMAN		CPI-SS0E90C46BC	ADORA2A	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
ADORA2B	P29275	False	AA2BR_HUMAN		CPI-CS05357F38C	ADORA2B	0.0	0.011	0.001	0.0	0.01	0.006	0.0	0.0
